D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_19_408.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_19_408.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_19_408.jpg,0,0,0,7.84E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_19_508.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_19_508.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_19_508.jpg,0,0,0,7.88E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_19_609.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_19_609.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_19_609.jpg,0,0,0,7.84E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_19_715.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_19_715.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_19_715.jpg,0,0,0,7.78E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_19_822.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_19_822.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_19_822.jpg,0,0,0,7.84E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_19_926.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_19_926.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_19_926.jpg,0,0,0,7.81E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_20_027.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_20_027.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_20_027.jpg,0,0,0,7.81E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_20_131.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_20_131.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_20_131.jpg,0,0,0,7.83E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_20_241.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_20_241.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_20_241.jpg,0,0,0,7.78E-05
D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\center_2019_06_16_08_47_20_348.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\left_2019_06_16_08_47_20_348.jpg, D:\Bhooshan\Udemy Deep learning\simulator-windows-64\Data\IMG\right_2019_06_16_08_47_20_348.jpg,0,0,0,7.80E-05
